Gender,Age,State,Mode of Entry,EDT 111 (2),ITE 101 (2),EDT 112 (2),ITE 102 (2),EDT 113 (2),ITE 103 (2),EDT 114 (2),ITE 104 (2),EDT 115 (2),ITE 105 (2),EDT 116 (2),GNS 111 (2),EDU 111 (2),GNS 112 (2),EDU 112 (2),ASE 114 (2),SSE 115 (2),ASE 116 (2),EDT 117 (2),EDT 118 (2),EDT 119 (2),EDT 120 (2),EDT 121 (2),EDT 122 (2),EDT 123 (2),EDT 124 (2),ITE 201 (2),SSE 201 (2),EDT 211 (2),SSE 202 (2),ITE 202 (2),GSE 202 (2),EDU 212 (2),EDU 211 (2),EDT 212 (2),ITE 203 (2),EDT 203 (3),EDT 214 (2),ITE 204 (2),EDT 215 (2),ITE 206 (2),ITE 207 (2),ITE 208 (2),GNS 211 (2),GNS 212 (2),EDT 213 (2),EDU 213 (2),EDU 214 (2),EDU 215 (2),EDU 216 (2),EDT 216 (2),EDT 217 (2),EDT 218 (2),EDT 219 (2),EDT 220 (2),EDT 221 (2),EDT 222 (2),EDT 223 (1),EDT 224 (2),EDT 225 (2),EDT 226 (2),EDT 227 (2),EDT 228 (2),EDT 229 (2),EDT 230 (2),EDT 311 (2),ITE 301 (2),GSE 301 (3),SSE 302 (2),EDT 312 (2),ITE 302 (2),EDT 313 (2),ITE 303 (2),EDT 314 (2),ITE 304 (2),SSE 304 (3),AED 305 (2),EDT 315 (2),EDT 316 (2),ITE 306 (2),EDT 317 (2),EDT 318 (2),EDT 319 (2),ITE 307 (2),ITE 308 (2),EDT 310 (2),HED 310 (2),GNS 311 (2),EDU 311 (2),GNS 312 (1),EDU 312 (2),EDU 313 (2),EDU 314 (2),EDU 315 (2),EDU 316 (3),EDT 320 (2),EDT 321 (2),EDT 322 (2),EDT 323 (2),EDT 324 (2),EDT 325 (2),EDT 326 (2),EDT 327 (2),EDT 328 (2),EDT 329 (2),DLC 400 (0),EDT 411 (3),EDU 412 (2),EDT 412 (2),AED 403 (2),EDT 413 (2),SSE 404 (2),EDT 414 (2),SED 405 (2),EDT 415 (2),SED 406 (2),EMA 407 (2),CED 408 (2),EDT 410 (2),EDU 411 (4),EDU 413 (2),EDU 414 (2),EDU 415 (2),EDU 416 (2),EDT 416 (2),EDU 417 (2),EDT 417 (2),EDT 418 (2),EDT 419 (2),EDT 420 (2),EDT 421 (2),EDT 422 (2),EDT 423 (2),EDT 424 (2),EDT 425 (2),EDU 499 (4),Final CGPA,Class of Degree
Female,19,kwara,UTME,76,,62,,,,58,,,,,46,45,45,45,,,,53,50,64,,63,,,51,,,45,,,45,48,32,60,,,61,,,,,,38,45,45,45,55,46,45,,,,60,,33,68,,,58,64,,,,,52,,61,,70,,45,,53,,,,50,82,,,,,,,,,45,58,51,45,65,45,49,45,54,65,,,,,,56,,,,46,61,,,48,,54,,,,,,,60,47,45,45,46,64,60,,58,60,55,,71,,,,63,2.709497207,Second Class Lower
Male,18,imo,UTME,76,,62,,57,,63,,65,,,45,59,45,52,,,,,39,65,,,,,60,,,48,,,45,48,48,38,,,63,,,,,,48,45,54,45,59,53,46,,,,37,,49,58,,,63,65,,,,,46,,50,,65,,50,,48,,,,,50,,,,,,,,,45,60,55,67,45,51,48,45,56,50,26,,,,,60,,,,45,51,,,45,,60,,,,,,,57,51,46,47,59,57,55,,51,47,47,,69,,,60,56,2.301587302,Third Class
Male,15,kwara,UTME,57,,67,,,,47,,,,,45,45,59,52,,,,53,45,67,,50,,,66,,,45,,,45,45,51,50,,,56,,,,,,59,51,49,46,54,50,52,,,,54,,49,47,,,51,60,,,,,57,,63,,,,50,,,,,,54,,,,,,,,,,45,58,47,47,55,52,59,45,57,67,,,,,,56,,,,48,50,50,,45,,67,,,,,,,59,54,47,55,59,54,50,,,60,50,,69,,70,,58,2.472527473,Second Class Lower
Male,21,kwara,UTME,78,,67,,51,,71,,70,,,45,45,45,50,,,,,45,66,,,,,57,,,49,,,54,51,43,66,,,58,,,,,,56,29,46,63,55,46,51,,,,53,,55,64,,,57,76,,,,,48,,65,,70,,50,,45,,,,45,46,,,,,,,,,45,62,61,46,60,51,52,45,58,68,,,,,,70,,,,61,55,14,,64,,61,,,,,,,64,54,46,46,56,61,50,,,45,62,,74,23,56,54,60,2.827777778,Second Class Lower
Male,20,kogi,UTME,64,,59,,,,63,,60,,,45,48,45,50,,,,46,41,61,,46,,,68,,,34,,,45,51,35,45,,,60,,,,,,50,45,45,75,48,41,37,,,,43,,39,57,,,,61,,,,,47,,70,,70,,52,,50,,,,51,55,,,,,,,,,45,60,45,52,70,45,58,45,54,50,,,,,,64,,,,57,60,,,66,,61,,,,,,,58,60,54,47,45,66,53,,56,67,64,,70,,55,,61,2.793478261,Second Class Lower
Male,19,ogun,UTME,89,,79,,58,,70,,31,,,57,61,68,55,,,,,45,59,,,,,66,,,46,,,46,51,53,61,,,79,,,,,,63,45,53,50,51,50,45,,,,53,,56,49,,,,61,,,,,,,72,,47,,57,,51,,,,50,51,,,,,,,,,45,55,56,52,47,53,59,49,55,70,,,,,,57,,,,,65,50,,,,58,,,,,,,61,47,51,53,61,50,65,,,,52,,56,,48,,57,2.472222222,Second Class Lower
Male,19,kwara,UTME,59,,62,,61,,59,,50,,,45,45,45,45,,,,,39,72,,,,,63,,,45,,,50,50,46,59,,,47,,,,,,44,45,45,40,54,40,45,,,,56,,49,62,,,,71,,,,,52,,88,,67,,64,,52,,,,49,88,,,,,,,,,45,57,46,50,50,45,55,47,45,51,,,,,,71,,,,45,52,,,45,,63,,,,,,,60,63,48,45,52,49,49,,,64,60,,68,,,,64,2.706896552,Second Class Lower
Female,24,kwara,UTME,82,,61,,63,,69,,60,,,45,50,45,45,,,,,45,65,,70,,,59,,,45,,,45,46,46,61,,,55,,,,,,50,45,54,50,57,52,47,,,,53,,60,53,,,,65,,,,,50,,67,,64,,54,,54,,,,62,61,,,,,,,,,45,66,48,46,55,45,45,46,63,51,,,,,,65,,,,45,52,,,45,,46,,,,,,,58,60,45,50,47,65,54,,53,64,45,,66,,,,61,2.769230769,Second Class Lower
Male,19,kwara,UTME,83,,67,,54,,54,,44,,,52,65,50,45,,,,,45,71,,,,,70,,,56,,,52,45,52,56,,,62,,,,,,61,49,50,46,64,45,50,,,,56,,60,47,,,,63,,,,,57,,57,,64,,53,,49,,,,56,78,,,,,,,,,45,56,46,52,47,47,54,45,50,48,,,,,,54,,,,54,55,,,45,,58,,,,,,,62,55,51,49,46,,53,,45,57,45,,0,,,,60,2.371859296,Third Class
Female,16,osun,UTME,61,,58,,,,54,,58,,,45,45,45,53,,,,,51,62,,50,,,61,,,47,,,45,45,45,55,,,56,,,,,,49,45,57,50,66,48,50,45,,,63,,47,54,,,,62,,,,,45,,77,,71,,50,,55,,,,50,47,,,,,,,,,45,61,45,57,47,45,66,45,63,47,,,,,,56,,,,45,45,,,54,,59,,,,,,,57,58,45,45,47,50,48,,,56,54,,56,,41,,63,2.229591837,Third Class
Male,18,anambra,UTME,82,,76,,,,60,,,,,56,45,56,48,,,,64,56,67,,45,,,71,,,45,,,45,45,45,60,,,57,,,,,,53,45,49,46,65,45,45,,,,47,,65,64,50,,,67,,,,,51,,70,,71,,45,,58,,,,61,71,,,,,,,,,45,58,48,53,51,66,49,49,46,52,,,,,,62,,,,45,53,,,45,,52,,,,,,,65,75,52,45,52,53,,,72,50,64,,34,,,,56,2.408163265,Second Class Lower
Female,18,kwara,UTME,60,,62,,58,,48,,65,,,45,45,45,45,,,,,45,65,,,,,56,,,47,,,45,45,46,57,,,46,,,,,,49,45,50,60,54,54,45,,,,58,,69,47,,,,65,,,,,45,,46,,45,,51,,45,,,,64,47,,,,,,,,,45,55,46,45,63,46,45,45,63,53,,,,,,70,,,,45,55,,,58,,51,,,,,,50,59,50,45,45,60,64,48,,,60,45,,65,,50,,53,2.252525253,Third Class
Male,18,kwara,UTME,79,,67,,58,,50,,74,,,45,55,45,67,,,,,45,66,,,,50,55,,,45,,,45,54,51,72,,,65,,,,,,64,45,51,58,57,55,49,,,,60,,45,56,,,63,66,,,,,57,,71,,51,,,,46,,,,45,47,,,,,,,,,45,56,45,45,57,45,62,45,70,71,44,,52,,,56,,,,58,46,,,61,,62,,,,,,,59,45,45,46,49,50,51,,,60,60,,53,,55,,55,2.8,Second Class Lower
Male,21,kwara,UTME,61,,56,,,,46,,52,,,52,57,45,45,,,,,45,57,,52,,,71,,,49,,,45,45,54,,,,51,,45,,,,45,45,45,45,58,52,45,,,,49,,53,46,,,,57,,,,,45,,78,,49,,45,,58,,,,47,53,,,,,,,,,45,56,45,53,45,45,46,45,51,58,,,,,,,,,,50,56,,,45,,55,,,,,,,59,50,45,45,55,,55,,,55,56,,30,,,,51,2.030150754,Third Class
Male,20,kwara,UTME,76,,59,,56,,55,,28,,,45,55,46,55,,,,,45,68,,,,,64,,,46,,,45,45,46,46,,,60,,,,,,55,45,54,45,62,55,49,,,,58,,51,53,,,51,68,,,,,46,,74,,48,,47,,60,,,,45,54,,,,,,,,,45,62,45,45,63,45,46,45,50,71,,,,,,57,,,,45,47,,,47,,49,,,,,,,61,47,46,47,50,63,45,,,50,45,,0,,,,56,2.305263158,Third Class
Male,18,kwara,UTME,73,,51,,60,,50,,51,,,45,61,45,46,,,,,43,70,45,45,,,56,,,48,,,45,45,39,46,,,48,,,,,,59,45,57,56,26,45,45,,,,49,,63,52,,,,71,,,,,50,,56,,48,,71,,45,,,,51,49,,,,,,,,,45,56,46,45,61,45,49,47,52,53,,,,,,60,,,,47,46,,,46,,45,,,,,,,57,45,45,45,45,,45,,,67,50,,0,,,,52,2.304123711,Third Class
Female,19,kwara,UTME,81,,64,,,,54,,,,,45,45,45,45,,,,67,45,65,,60,,,71,,,45,,,45,45,46,54,,,61,,,,,,48,45,57,53,62,48,45,,,,61,,48,58,,,,65,,,,,46,,88,,66,,46,,53,,,,54,57,,,,,,,,,45,61,45,45,54,45,64,45,60,74,,,,,,60,,,,46,47,,,45,,56,,,,,,,64,57,45,49,54,64,45,,54,65,71,,72,,,66,62,2.801136364,Second Class Lower
Male,19,osun,UTME,67,,51,,,,56,,64,,,45,45,45,45,,,,,45,58,,50,,50,48,,,45,,,46,47,34,53,,,49,,,,,,52,45,29,43,51,55,45,,,,54,,47,50,,,,60,,,,,48,,72,,66,,58,,55,,,,45,68,,,,,,,,,45,58,45,45,60,45,46,45,53,50,,,,,,67,,,,45,50,,,45,,53,,,,,,,58,53,45,45,50,45,50,,,60,56,,56,,50,,62,2.343589744,Third Class
Male,21,kwara,UTME,74,,66,,70,,65,,50,,,46,48,51,51,,,,,45,63,,,,,51,,,49,,,45,49,52,50,,,57,,,,,,56,45,50,50,57,47,46,,,,46,,63,45,,,,63,,,,,45,,60,,67,,73,,46,,,,50,48,,,,,,,,,45,62,45,52,55,48,59,46,54,60,,,,,,62,,,,45,46,,,50,,53,,,,,,,60,49,45,49,54,56,49,,56,70,54,,44,,,,64,2.659217877,Second Class Lower
Male,18,oyo,UTME,60,,64,,,,67,,54,,,45,59,45,46,,,,71,47,67,,45,,,58,,,45,,,45,51,35,50,,,59,,,,,,52,45,53,50,60,36,45,,,,56,,62,51,,,,67,,,,,45,,54,,71,,64,,47,,,,64,49,,,,,,,,,45,56,51,45,53,49,47,45,54,52,,,,,,51,,,,45,51,,,68,,50,,,,,,,52,56,45,45,50,57,45,,45,64,54,,57,,,,60,2.479166667,Second Class Lower
Male,19,kwara,UTME,70,,67,,,,53,,47,,,45,45,45,45,,,,,50,58,,51,,,67,,,46,,,45,49,47,61,,,46,,,,,,46,45,47,55,57,49,45,,,,46,,47,53,,,,72,,,,,45,,74,,75,,50,,54,,,,45,76,,,,,,,,,45,60,45,45,53,45,52,45,55,56,52,,,,,72,,,,45,65,,,50,,49,,,,,,,58,45,49,50,45,55,73,,,60,50,,59,,45,,61,2.349514563,Third Class
Male,18,kwara,UTME,77,,60,,61,,52,,62,,,45,48,45,52,,,,,45,70,,,,,74,,,53,,,45,46,45,51,,,59,,,,,,52,45,49,66,51,55,45,,,,49,,47,66,,,,70,,,,,46,,64,,73,,65,,61,,,,58,51,,,,,,,,,45,58,45,45,64,51,50,45,58,57,,,,,,54,,,,45,57,,,74,,61,,,,,,,52,56,45,45,50,60,45,,60,67,60,,66,,55,71,65,2.954022989,Second Class Lower
Male,22,kwara,UTME,83,,68,,57,,61,,61,,,50,45,45,69,,,,,72,63,,,,,66,,,50,,,45,59,61,65,,,79,,,,,,66,45,54,63,75,73,60,,,,73,,65,70,,,55,63,,,,,67,,70,,69,,57,,50,,,,55,65,,,,,,,,,45,57,69,63,54,52,76,49,64,60,,,,,,58,,,,52,65,,,77,,65,,,,,,,58,60,49,60,65,,79,,65,61,66,,,,,,60,3.630573248,Second Class Upper
Female,31,kwara,UTME,53,,65,,,,51,,53,,,45,51,54,45,,,,,48,65,,45,,,52,,,45,,,45,50,46,50,,,49,,,,,,45,45,50,50,52,45,46,,,,53,,45,51,,,,75,,,,,45,,60,,72,,60,,66,,,,50,58,,,,,,,,,45,58,45,45,58,45,55,45,53,,,,,,,,,,,45,48,,,47,,45,,,,,,,62,45,45,45,50,,45,,,81,45,,,,,,62,2.166666667,Third Class
Female,16,kogi,UTME,62,,70,,54,,49,,33,,,55,68,45,63,,,,,45,63,,,,,70,,,45,,,46,44,48,54,,,58,,,,,,70,45,28,45,58,46,48,,,,55,,59,,,,,63,,,,,47,,60,,68,,,,61,,,,,58,,,,,,,,,46,61,60,49,65,57,61,45,61,62,,,,,,56,,,,45,53,,,54,,54,,,,,,,58,48,52,53,53,65,47,61,,61,52,,65,45,,,60,2.637426901,Second Class Lower
Male,17,kwara,UTME,79,,73,,67,,69,,76,,,45,54,49,57,,,,,51,67,,,,,54,,,45,,,45,42,45,55,,,57,,,,,,58,31,31,56,64,46,39,,,,54,,48,72,,,,67,,,,,52,,67,,70,,68,,46,,,,45,70,,,,,,,,,45,60,55,45,52,46,55,45,51,60,,,,,,66,,,,45,50,,,45,,66,,,,,,,61,58,46,49,,62,46,,,52,45,,,,48,45,56,2.516304348,Second Class Lower
Male,22,kwara,UTME,79,,65,,,,67,,70,,,45,45,45,45,,,,,45,61,45,45,,,52,,,45,,,46,52,32,50,,,40,,,,,,43,32,34,57,50,49,38,,,,50,,51,64,,,,70,,,,,47,,63,,71,,45,,45,,,,48,61,,,,,,,,,45,64,54,45,66,45,51,45,55,72,,,,,,60,,,,45,55,,,68,,56,,,,,,,52,48,45,45,45,,45,,,57,48,,,,,,52,2.365979381,Third Class
Female,22,kwara,Direct,,,,,,,,,,,,45,66,45,45,,,,,,,,,,,,,,46,,,45,45,45,55,,,61,,,,,,45,45,45,65,50,39,48,,,,45,,17,50,,,,50,,,50,45,50,,75,,62,,44,,66,,,,48,55,,,,,,,,,45,57,53,45,45,53,49,45,57,60,59,,,,33,38,,,,45,45,,,52,,48,,,,,,,61,67,48,45,52,45,47,,45,52,56,,,,20,,50,2.245614035,Third Class
Male,18,osun,Direct,,,,,,,,,,,,47,64,48,45,,,,,,,,,,,,,,47,,,45,45,53,49,,,50,,,,,,50,45,50,54,45,54,56,,,,45,,56,58,,,,56,65,,,,45,,50,,53,,48,,50,,,,50,46,,,,,,,,,45,61,47,45,78,46,52,47,61,61,55,,,,58,71,,,,45,47,,,,,50,,,,,,,60,65,51,45,55,60,47,,45,,57,,,,,,54,2.171270718,Third Class
Female,24,kwara,Direct,,,,,,,,,,,,45,,45,,,,,,,,,,,,,,,54,,,45,46,47,55,,,45,,,,,,45,45,45,57,58,45,49,,52,,54,,48,61,,,,60,,,,,52,,61,,56,,60,,51,,,,45,49,,,,,,,,,45,62,52,45,66,49,48,45,58,57,60,,,,,50,,,,47,46,,,,,65,,,,,,,62,53,47,53,45,,45,,83,72,64,,,,,,54,2.284916201,Third Class
Male,27,kwara,Direct,,,,,,,,,,,,45,,45,,,,,,,,,,,,,,,45,,,45,45,51,59,,,55,,,,,,55,45,45,60,48,45,46,,,,50,,54,60,,,,71,72,,,,58,,71,,74,,50,,67,,,,50,60,,,,,,,,,45,60,45,45,56,54,53,45,70,56,60,,,,,45,,,,45,47,,,45,,65,,,,,,,60,62,50,53,55,60,54,,64,60,61,,45,,,,62,2.811688312,Second Class Lower
Female,22,kwara,Direct,,,,,,,,,,,,45,66,45,45,,,,,,,,,,,,,,46,,,45,45,45,55,,,61,,,,,,45,45,45,65,50,39,48,,,,45,,17,50,,,,50,,,50,45,50,,75,,62,,44,,66,,,,48,55,,,,,,,,,45,57,53,45,45,53,49,45,57,60,59,,,,33,38,,,,45,45,,,52,,48,,,,,,,61,67,48,45,52,45,47,,45,52,56,,0,,20,,50,2.245614035,Third Class
Female,18,ogun,Direct,,,,,,,,,,,,46,62,45,54,,,,,,,,,,,,,,54,,,45,45,49,58,,,50,,,,,,45,45,50,67,64,80,46,,,,64,,50,48,,,,63,,,65,,54,,55,,64,,50,,71,,,,60,54,,,,,,,,,45,62,58,45,72,69,57,49,66,63,74,,,,,58,,,,47,51,,,,,63,,,,,,,60,68,55,61,55,,61,,73,60,68,,55,,,,60,3.242857143,Second Class Lower
Male,19,kwara,Direct,,,,,,,,,,,,46,57,45,66,,,,,,,,,,,,,,47,,,45,45,57,63,,,76,,,,,,45,50,50,52,61,57,48,,50,,60,,51,60,,,,61,,,,,60,,66,,62,,57,,62,,,,58,54,,,,,,,,,52,59,61,55,74,77,62,45,65,58,67,,,,,56,,,,54,48,,,,,55,,,,,,,56,59,53,63,69,,59,,74,65,76,,57,,,,63,3.297101449,Second Class Lower
Female,23,osun,Direct,,,,,,,,,,,,45,,46,,,,,,,,,,,,,,,48,,,48,45,48,71,,,70,,,,,,60,49,60,68,56,81,64,,,,56,,61,63,,,,54,,,,,64,,78,,64,,61,,67,,,,52,64,,,,,,,,,46,61,46,55,70,77,69,45,65,74,74,,,,,60,,,,50,61,,,80,,51,,,,,,,61,64,65,73,60,71,70,,45,65,71,,57,,,,61,3.576642336,Second Class Upper
Male,30,oyo,Direct,,,,,,,,,,,,64,60,57,63,,,,,,,,,,,,,,52,,,54,49,65,78,,,45,,,,,,69,48,45,71,61,54,52,,50,,45,,45,54,,,,46,,,,,53,,72,,70,,75,,56,,,,51,56,,,,,,,,,45,57,55,45,71,63,70,45,70,56,65,,,,,55,,,,45,45,,,,,46,,,,,,,58,65,78,71,65,70,68,,71,45,45,,47,,,,56,3.152777778,Second Class Lower
Male,17,kwara,Direct,,,,,,,,,,,,45,50,48,45,,,,,,,,,,,,,,66,,,45,45,56,59,,,71,,,,,,54,45,57,60,59,66,45,,52,,50,,61,63,,,,58,,,,,56,,70,,60,,53,,54,,,,51,64,,,,,,,,,49,55,58,45,78,64,51,45,63,66,66,,,,,53,,,,45,46,,,78,,47,,,,,,,61,54,60,66,61,,65,,71,57,75,,0,,,,63,3.257142857,Second Class Lower
Female,20,kwara,UTME,80,,52,,64,,47,,68,,,46,45,48,53,,,,,66,61,,,,,53,,,45,,,45,48,62,60,,,57,,,,,,50,45,55,57,60,51,55,,,,57,,50,57,,,,61,,,,,50,,63,,64,,62,,50,,,,52,57,,,,,,,,,45,61,45,45,71,45,63,45,54,70,,,,,,57,,,,48,59,,,50,,57,,,,,,,63,58,51,45,57,67,45,,61,55,61,,71,,,,64,2.958579882,Second Class Lower
Female,22,kwara,UTME,73,,73,,65,,67,,60,,,50,50,52,54,,,,,45,72,,,,,71,,,47,,,53,62,54,70,,,70,,,,,,45,45,59,45,66,59,64,,,,64,,47,73,,,,71,,,,51,58,,72,,66,,73,,65,,,,52,47,,,,,,,,,45,63,63,51,60,51,58,46,68,61,,,,,,73,,,,61,53,,,68,,68,,,,,,,61,58,64,49,56,66,52,,60,77,70,,41,,,,70,3.55,Second Class Upper
Female,17,kwara,UTME,81,,71,,,,66,,68,,,45,57,51,58,,,,,50,60,60,65,,,65,,,54,,,55,50,61,66,,,75,,,,,,60,52,55,47,70,51,54,,,,48,,57,60,,,,60,,,,,60,,65,,65,,78,,51,,,,58,56,,,,,,,,,45,60,60,69,74,66,69,53,73,71,,,,,,54,,,,63,72,,,74,,63,,,,,,,62,66,60,57,68,65,65,,58,83,72,,74,,,,66,3.73125,Second Class Upper
Male,21,kwara,UTME,69,,64,,52,,60,,51,,,45,60,48,45,,,,,62,66,,,,,65,,,55,,,45,45,51,66,,,66,,,,,,66,45,53,45,54,52,51,,,,67,,47,71,,,,65,,,,,45,,50,,65,,54,,53,,,,56,63,,,,,,,,,45,64,50,59,72,58,64,45,64,62,,,,,,67,,,,45,51,,,71,,63,,,,,,,47,55,47,45,57,51,57,,61,53,66,,78,,,,65,2.987951807,Second Class Lower
Male,17,osun,UTME,92,,62,,61,,49,,73,,,45,55,45,62,,,,62,67,67,,71,,,76,,,55,,,50,47,60,71,,,76,,,,,,69,45,55,63,66,78,56,,,,83,,66,66,,,,66,,,,,50,,63,,70,,72,,57,,,,51,63,,,,,,,,,45,60,45,45,50,60,64,45,53,60,,,,,,55,,,,60,57,,,65,,54,,,,,,,63,77,49,61,60,41,51,,53,56,71,,68,,,,60,3.518072289,Second Class Upper
Female,21,ogun,UTME,88,,77,,64,,78,,,,,52,63,60,59,,,,48,74,63,54,,,,73,,,59,,,45,70,63,76,,,87,,,,,,66,56,61,65,69,79,68,,,,81,,70,68,,,65,63,,,,,65,,85,,67,,75,,56,,,,54,65,,,,,,,,,45,57,57,71,66,63,76,54,72,72,,,,,,65,,,,65,71,,,73,,69,,,,,,,67,76,59,65,72,70,66,,53,71,73,,79,,,,73,4.12962963,Second Class Upper
Male,19,ekiti,UTME,86,,71,,,,65,,77,,,48,59,59,57,,,,,45,74,57,57,,,62,,,45,,,45,53,46,59,,,59,,,,,,58,45,64,63,66,61,52,,,,77,,50,64,,,,62,,,,,61,,53,,50,,53,,61,,,,47,47,,,,,,,,,45,63,54,47,50,45,49,46,61,72,,,,,,62,,,,51,59,,,64,,58,,,,,,,65,60,58,46,63,66,58,,70,55,68,,75,,,,68,3.122093023,Second Class Lower
Male,18,osun,UTME,95,,74,,,,69,,,,,64,68,61,67,,,,66,64,72,,64,,,62,,,71,,,50,72,69,66,,,77,,,,,,71,65,75,50,74,74,72,,,,73,,74,71,,,,64,,,,,68,,73,,72,,82,,66,,,,54,72,,,,,,,,,59,54,65,64,61,64,63,59,67,56,,,,,,72,,,,56,73,,,70,,70,,,,,,,60,66,74,60,62,53,71,,60,70,76,,82,,,,67,4.21875,Second Class Upper
Male,22,oyo,UTME,83,,76,,,,77,,38,,,56,52,50,63,,,,,70,71,,70,,,76,,,56,,,45,65,68,77,,,83,,,,,,56,45,60,64,60,73,70,,,,79,,63,78,,,,60,,,,,67,,81,,64,,76,,57,,,,53,61,,,,,,,,,45,63,64,62,66,66,75,58,70,70,64,,,,,61,,,,63,65,,,68,,71,,,,,,,61,73,64,63,70,58,66,,62,82,79,,77,,,,65,4.0125,Second Class Upper
Female,20,kwara,UTME,80,,57,,,,58,,50,,,66,65,53,63,,,,58,52,67,,,,,66,,,62,,,45,57,51,51,,,62,,,,,,59,45,55,58,68,60,51,,,,57,,52,60,,,,67,,,,,50,,79,,72,,63,,45,,,,54,80,,,,,,,,,45,61,45,45,64,60,60,48,61,70,,,,,,67,,,,64,47,,,57,,57,,,,,,,70,61,48,52,55,69,49,,62,70,65,,75,,,,61,3.364197531,Second Class Lower
Female,20,oyo,UTME,82,,70,,,,67,,,,,51,56,53,55,,,,58,67,62,,56,,,68,,,52,,,45,51,52,63,,,63,,,,,,45,45,57,55,49,45,52,,,,57,,49,51,,,,62,,,,,68,,68,,65,,57,,56,,,,56,46,,,,,,,,,45,58,45,53,72,46,61,45,60,75,,,,,,62,,,,66,45,,,64,,64,,,,,,,60,68,53,48,59,54,55,,50,90,67,,74,,,,65,3.341772152,Second Class Lower
Male,16,kwara,UTME,65,,72,,,,67,,54,,,53,48,45,51,,,,65,58,73,,,,,54,,,53,,,45,54,48,63,,,69,,,,,,55,45,46,50,62,52,48,,,,50,,58,64,,,,63,,,,,53,,73,,64,,65,,45,,,,60,49,,,,,,,,,45,54,47,60,66,49,73,46,63,63,,,,,,55,,,,58,66,,,65,,63,,,,,,,58,56,48,49,73,68,47,,62,73,68,,71,,,,64,3.168674699,Second Class Lower
Female,17,kwara,UTME,89,,73,,61,,79,,56,,,66,61,72,72,,,,,87,74,,,,,66,,,62,,,48,57,72,79,,,77,,,,,,80,59,64,71,78,72,58,,,,92,,75,73,,,,67,,,,,67,,76,,64,,76,,62,,,,50,69,,,,,,,,,56,63,70,83,72,76,83,60,78,57,,,,,,64,,,,61,69,,,61,,70,,,,,,,71,78,65,62,74,75,59,,62,85,80,,82,,,,67,4.278481013,Second Class Upper
Female,24,oyo,UTME,90,,78,,,,81,,60,,,52,57,46,68,,,,,72,64,,55,,,64,,,63,,,45,65,60,76,,,76,,,,,,62,59,45,67,64,72,61,,,,81,,61,73,,,,64,,,,,57,,68,,66,,81,,61,,,,54,63,,,,,,,,,45,58,54,59,75,63,77,61,66,62,,,50,,,55,,,,49,63,,,71,,62,,,,,,,57,74,60,64,69,60,60,,60,63,79,,83,,,,67,3.80625,Second Class Upper
Male,24,oyo,UTME,79,,68,,67,,64,,67,,,45,50,45,50,,,,,60,70,51,,,,60,,,45,,,54,52,51,63,,,61,,,,,,51,49,50,45,68,54,46,,,,63,,49,64,,,60,75,,,,,61,,70,,72,,60,,48,,,,53,56,,,,,,,,,45,61,46,57,70,46,55,49,60,61,,,,,,73,,,,45,54,,,57,,69,,,,,,,60,57,48,45,55,57,50,,62,61,54,,65,,,,70,3.31547619,Second Class Lower
Female,23,osun,UTME,76,,70,,65,,65,,52,,,45,58,46,55,,,,,61,63,,,,,71,,,45,,,54,58,55,53,,,73,,,,,,54,45,51,54,55,57,48,,,,69,,51,52,,,,63,,,,,64,,73,,64,,65,,51,,,,52,52,,,,,,,,,45,58,45,57,52,57,66,46,68,60,,,,,,64,,,,61,57,,,74,,58,,,,,,,53,67,45,45,56,51,49,,62,73,77,,72,,,,57,3.262195122,Second Class Lower
Male,22,oyo,UTME,77,,56,,70,,58,,60,,,45,55,45,52,,,,,50,61,,,,,54,,,49,,,45,45,49,50,,,62,,,,,,52,45,49,45,57,50,54,,,,50,,53,68,,,,70,,,,,51,,63,,66,,58,,60,,,,35,55,,,,,,,,,45,58,47,47,68,45,58,45,58,60,,,,,,72,,,,,49,,,,,55,,,,,,,55,50,55,45,61,51,45,,60,72,54,,66,,,,62,2.755813953,Second Class Lower
Female,22,kogi,UTME,68,,70,,62,,62,,53,,,45,50,45,49,,,,,51,63,,,,,71,,,45,,,45,61,46,51,,,69,,,,,,52,45,50,45,52,52,46,,,,57,,49,69,,,,63,,,,,52,,53,,65,,67,,48,,,,45,67,,,,,,,,,45,62,52,49,50,53,65,49,57,51,50,,,,,60,,,,45,51,,,67,,67,,,,,,,66,48,60,45,51,61,52,,52,70,65,,76,,,,63,2.903614458,Second Class Lower
Female,23,ekiti,UTME,75,,56,,,,52,,64,,,45,51,49,59,,,,48,50,66,,,,62,58,,,61,,,45,47,51,60,,,61,,,,,,63,53,45,50,57,51,54,,,,68,,56,67,,,,66,,,,,59,,83,,65,,56,,51,,,,48,48,,,,,,,,,45,60,45,49,45,50,64,45,58,61,53,,,,,53,,,,45,58,,,67,,67,,,,,,,54,45,50,53,48,60,53,,60,70,64,,61,,,,64,2.88372093,Second Class Lower
